Incident_ID,Year,Country,Category,Fatality_Count,Witness_Reliability,Circumstances
4205,1652,Russia,Animal Related,1,0.84,Details regarding the unusual nature of the event.
4206,1809,United Kingdom,Absurd Bad Luck,1,0.79,Details regarding the unusual nature of the event.
4207,1867,USA,Scientific Experiment,1,0.87,Details regarding the unusual nature of the event.
4208,1734,Russia,Mechanical Failure,50,0.92,Details regarding the unusual nature of the event.
4209,1935,Germany,Animal Related,10,0.6,Details regarding the unusual nature of the event.
4210,1948,Egypt,Animal Related,1,0.5,Details regarding the unusual nature of the event.
4211,1927,Japan,Historical Misconception,1,0.56,Details regarding the unusual nature of the event.
4212,1786,United Kingdom,Mechanical Failure,1,0.62,Details regarding the unusual nature of the event.
4213,1845,Australia,Supernatural Claim,1,0.48,Details regarding the unusual nature of the event.
4214,1685,Japan,Animal Related,1,0.59,Details regarding the unusual nature of the event.
4215,1647,Russia,Historical Misconception,1,0.8,Details regarding the unusual nature of the event.
4216,1558,United Kingdom,Culinary Mishap,1,0.8,Details regarding the unusual nature of the event.
4217,1798,Japan,Supernatural Claim,1,0.79,Details regarding the unusual nature of the event.
4218,1508,Italy,Culinary Mishap,1,0.25,Details regarding the unusual nature of the event.
4219,1876,Russia,Animal Related,2,0.38,Details regarding the unusual nature of the event.
4220,1596,USA,Supernatural Claim,1,0.37,Details regarding the unusual nature of the event.
4221,1793,Japan,Animal Related,1,0.86,Details regarding the unusual nature of the event.
4222,1714,Japan,Historical Misconception,1,0.69,Details regarding the unusual nature of the event.
4223,1713,USA,Supernatural Claim,1,0.83,Details regarding the unusual nature of the event.
4224,1686,Italy,Animal Related,1,0.84,Details regarding the unusual nature of the event.
4225,2009,Brazil,Absurd Bad Luck,1,0.69,Details regarding the unusual nature of the event.
4226,1606,Russia,Historical Misconception,1,0.22,Details regarding the unusual nature of the event.
4227,1568,United Kingdom,Supernatural Claim,1,0.97,Details regarding the unusual nature of the event.
4228,1817,Egypt,Culinary Mishap,1,0.24,Details regarding the unusual nature of the event.
4229,1955,Russia,Absurd Bad Luck,2,0.11,Details regarding the unusual nature of the event.
4230,1551,Italy,Historical Misconception,1,0.86,Details regarding the unusual nature of the event.
4231,1763,Germany,Scientific Experiment,50,0.9,Details regarding the unusual nature of the event.
4232,1970,USA,Supernatural Claim,1,0.2,Details regarding the unusual nature of the event.
4233,1946,USA,Absurd Bad Luck,1,0.67,Details regarding the unusual nature of the event.
4234,1558,Russia,Mechanical Failure,1,0.16,Details regarding the unusual nature of the event.
4235,1715,Japan,Animal Related,1,0.43,Details regarding the unusual nature of the event.
4236,1971,Brazil,Mechanical Failure,1,0.19,Details regarding the unusual nature of the event.
4237,1701,Egypt,Supernatural Claim,2,0.6,Details regarding the unusual nature of the event.
4238,1927,Japan,Historical Misconception,1,0.4,Details regarding the unusual nature of the event.
4239,1748,Russia,Scientific Experiment,1,0.43,Details regarding the unusual nature of the event.
4240,1751,Australia,Culinary Mishap,1,0.11,Details regarding the unusual nature of the event.
4241,1794,Russia,Animal Related,1,0.96,Details regarding the unusual nature of the event.
4242,1516,Egypt,Culinary Mishap,1,0.88,Details regarding the unusual nature of the event.
4243,1511,Germany,Scientific Experiment,1,0.92,Details regarding the unusual nature of the event.
4244,1937,Australia,Historical Misconception,1,0.88,Details regarding the unusual nature of the event.
4245,1754,Italy,Historical Misconception,1,0.86,Details regarding the unusual nature of the event.
4246,1798,USA,Supernatural Claim,1,0.83,Details regarding the unusual nature of the event.
4247,1846,USA,Absurd Bad Luck,1,0.71,Details regarding the unusual nature of the event.
4248,1971,Egypt,Scientific Experiment,3,0.19,Details regarding the unusual nature of the event.
4249,1816,United Kingdom,Absurd Bad Luck,1,0.98,Details regarding the unusual nature of the event.
4250,1525,USA,Mechanical Failure,1,0.84,Details regarding the unusual nature of the event.
4251,1853,Egypt,Absurd Bad Luck,1,0.92,Details regarding the unusual nature of the event.
4252,1681,United Kingdom,Animal Related,2,0.45,Details regarding the unusual nature of the event.
4253,1822,Australia,Absurd Bad Luck,1,0.85,Details regarding the unusual nature of the event.
4254,1920,Russia,Supernatural Claim,1,0.27,Details regarding the unusual nature of the event.
4255,1817,Germany,Animal Related,1,0.9,Details regarding the unusual nature of the event.
4256,1565,United Kingdom,Animal Related,1,0.53,Details regarding the unusual nature of the event.
4257,1534,USA,Historical Misconception,1,0.94,Details regarding the unusual nature of the event.
4258,2002,Germany,Absurd Bad Luck,1,0.96,Details regarding the unusual nature of the event.
4259,1609,USA,Absurd Bad Luck,1,0.43,Details regarding the unusual nature of the event.
4260,1979,Australia,Scientific Experiment,1,0.75,Details regarding the unusual nature of the event.
4261,1999,Italy,Absurd Bad Luck,1,0.5,Details regarding the unusual nature of the event.
4262,1769,Russia,Absurd Bad Luck,2,0.76,Details regarding the unusual nature of the event.
4263,1979,United Kingdom,Animal Related,2,0.44,Details regarding the unusual nature of the event.
4264,1705,Italy,Absurd Bad Luck,1,0.57,Details regarding the unusual nature of the event.
4265,1820,USA,Scientific Experiment,1,0.71,Details regarding the unusual nature of the event.
4266,1653,Australia,Historical Misconception,1,0.14,Details regarding the unusual nature of the event.
4267,1502,United Kingdom,Historical Misconception,1,0.19,Details regarding the unusual nature of the event.
4268,1851,Russia,Scientific Experiment,1,0.55,Details regarding the unusual nature of the event.
4269,1534,Japan,Historical Misconception,1,0.37,Details regarding the unusual nature of the event.
4270,1810,Italy,Animal Related,3,0.7,Details regarding the unusual nature of the event.
4271,2000,Australia,Supernatural Claim,1,0.33,Details regarding the unusual nature of the event.
4272,1742,Japan,Mechanical Failure,1,0.56,Details regarding the unusual nature of the event.
4273,1540,Brazil,Scientific Experiment,2,0.48,Details regarding the unusual nature of the event.
4274,1922,Italy,Scientific Experiment,1,0.64,Details regarding the unusual nature of the event.
4275,1521,United Kingdom,Historical Misconception,1,0.86,Details regarding the unusual nature of the event.
4276,1650,Australia,Animal Related,1,0.69,Details regarding the unusual nature of the event.
4277,1829,Japan,Animal Related,1,0.32,Details regarding the unusual nature of the event.
4278,1909,Brazil,Scientific Experiment,10,0.7,Details regarding the unusual nature of the event.
4279,1900,Russia,Scientific Experiment,1,0.28,Details regarding the unusual nature of the event.
4280,1860,Russia,Historical Misconception,1,0.46,Details regarding the unusual nature of the event.
4281,1572,United Kingdom,Historical Misconception,1,0.21,Details regarding the unusual nature of the event.
4282,1551,Japan,Mechanical Failure,2,0.27,Details regarding the unusual nature of the event.
4283,1889,Australia,Culinary Mishap,2,0.13,Details regarding the unusual nature of the event.
4284,1858,Italy,Historical Misconception,1,0.23,Details regarding the unusual nature of the event.
4285,2009,Russia,Mechanical Failure,1,0.95,Details regarding the unusual nature of the event.
4286,1920,Brazil,Historical Misconception,1,0.45,Details regarding the unusual nature of the event.
4287,1631,Australia,Supernatural Claim,3,0.83,Details regarding the unusual nature of the event.
4288,1668,Germany,Historical Misconception,1,0.79,Details regarding the unusual nature of the event.
4289,1521,Japan,Animal Related,1,0.92,Details regarding the unusual nature of the event.
4290,1892,Germany,Supernatural Claim,1,0.7,Details regarding the unusual nature of the event.
4291,1918,Egypt,Mechanical Failure,1,0.48,Details regarding the unusual nature of the event.
4292,1530,Brazil,Historical Misconception,1,0.36,Details regarding the unusual nature of the event.
4293,1705,Russia,Absurd Bad Luck,2,0.84,Details regarding the unusual nature of the event.
4294,1956,United Kingdom,Supernatural Claim,2,0.63,Details regarding the unusual nature of the event.
4295,1819,United Kingdom,Culinary Mishap,1,0.12,Details regarding the unusual nature of the event.
4296,1624,Japan,Scientific Experiment,1,0.39,Details regarding the unusual nature of the event.
4297,1821,Egypt,Historical Misconception,1,0.52,Details regarding the unusual nature of the event.
4298,1912,Japan,Supernatural Claim,2,0.96,Details regarding the unusual nature of the event.
4299,1701,Japan,Scientific Experiment,1,0.96,Details regarding the unusual nature of the event.
4300,1964,Russia,Scientific Experiment,50,0.72,Details regarding the unusual nature of the event.
4301,1712,Italy,Absurd Bad Luck,1,0.2,Details regarding the unusual nature of the event.
4302,1816,Egypt,Scientific Experiment,1,0.17,Details regarding the unusual nature of the event.
4303,1587,Germany,Culinary Mishap,1,0.19,Details regarding the unusual nature of the event.
4304,1928,Australia,Animal Related,1,0.23,Details regarding the unusual nature of the event.
4305,1571,United Kingdom,Absurd Bad Luck,1,0.62,Details regarding the unusual nature of the event.
4306,1598,Australia,Mechanical Failure,1,0.86,Details regarding the unusual nature of the event.
4307,1713,Italy,Culinary Mishap,1,0.96,Details regarding the unusual nature of the event.
4308,1584,Egypt,Absurd Bad Luck,1,0.5,Details regarding the unusual nature of the event.
4309,1980,Russia,Mechanical Failure,3,0.32,Details regarding the unusual nature of the event.
4310,1897,Italy,Culinary Mishap,50,0.23,Details regarding the unusual nature of the event.
4311,1729,USA,Historical Misconception,1,0.71,Details regarding the unusual nature of the event.
4312,1603,Italy,Mechanical Failure,1,0.22,Details regarding the unusual nature of the event.
4313,1958,Brazil,Culinary Mishap,1,0.86,Details regarding the unusual nature of the event.
4314,1978,Egypt,Animal Related,1,0.1,Details regarding the unusual nature of the event.
4315,1753,USA,Supernatural Claim,1,0.5,Details regarding the unusual nature of the event.
4316,1548,Italy,Absurd Bad Luck,1,0.92,Details regarding the unusual nature of the event.
4317,1640,Egypt,Animal Related,1,0.94,Details regarding the unusual nature of the event.
4318,1642,Egypt,Animal Related,1,0.96,Details regarding the unusual nature of the event.
4319,1624,Russia,Absurd Bad Luck,1,0.83,Details regarding the unusual nature of the event.
4320,1585,Italy,Culinary Mishap,2,0.44,Details regarding the unusual nature of the event.
4321,2019,USA,Absurd Bad Luck,50,0.33,Details regarding the unusual nature of the event.
4322,1974,Egypt,Mechanical Failure,1,1.0,Details regarding the unusual nature of the event.
4323,1576,Australia,Absurd Bad Luck,1,0.92,Details regarding the unusual nature of the event.
4324,1879,Egypt,Mechanical Failure,50,0.24,Details regarding the unusual nature of the event.
4325,1526,United Kingdom,Scientific Experiment,1,0.86,Details regarding the unusual nature of the event.
4326,1939,United Kingdom,Scientific Experiment,1,0.96,Details regarding the unusual nature of the event.
4327,1915,Germany,Mechanical Failure,1,0.92,Details regarding the unusual nature of the event.
4328,1845,United Kingdom,Culinary Mishap,1,0.87,Details regarding the unusual nature of the event.
4329,1566,Australia,Absurd Bad Luck,1,0.36,Details regarding the unusual nature of the event.
4330,1598,Japan,Animal Related,2,0.74,Details regarding the unusual nature of the event.
4331,1828,Russia,Absurd Bad Luck,2,0.66,Details regarding the unusual nature of the event.
4332,1658,USA,Supernatural Claim,1,0.95,Details regarding the unusual nature of the event.
4333,1851,USA,Historical Misconception,1,0.64,Details regarding the unusual nature of the event.
4334,1685,Brazil,Culinary Mishap,3,0.71,Details regarding the unusual nature of the event.
4335,1656,United Kingdom,Supernatural Claim,1,0.25,Details regarding the unusual nature of the event.
4336,1621,Germany,Animal Related,10,0.44,Details regarding the unusual nature of the event.
4337,1977,Brazil,Scientific Experiment,2,0.69,Details regarding the unusual nature of the event.
4338,1783,Germany,Animal Related,1,0.11,Details regarding the unusual nature of the event.
4339,1598,Germany,Historical Misconception,2,0.61,Details regarding the unusual nature of the event.
4340,1930,Germany,Animal Related,1,0.35,Details regarding the unusual nature of the event.
4341,1642,Russia,Absurd Bad Luck,1,0.97,Details regarding the unusual nature of the event.
4342,1592,Russia,Animal Related,1,0.74,Details regarding the unusual nature of the event.
4343,1977,Australia,Absurd Bad Luck,1,0.18,Details regarding the unusual nature of the event.
4344,1970,Russia,Culinary Mishap,1,0.67,Details regarding the unusual nature of the event.
4345,1643,Germany,Animal Related,1,0.66,Details regarding the unusual nature of the event.
4346,1744,USA,Culinary Mishap,1,0.23,Details regarding the unusual nature of the event.
4347,1500,Russia,Supernatural Claim,1,0.74,Details regarding the unusual nature of the event.
4348,1842,Japan,Mechanical Failure,3,0.75,Details regarding the unusual nature of the event.
4349,1661,United Kingdom,Scientific Experiment,3,0.79,Details regarding the unusual nature of the event.
4350,2000,Brazil,Culinary Mishap,2,0.78,Details regarding the unusual nature of the event.
4351,1936,Japan,Absurd Bad Luck,1,0.99,Details regarding the unusual nature of the event.
4352,1752,Brazil,Animal Related,3,0.11,Details regarding the unusual nature of the event.
4353,2015,Australia,Supernatural Claim,1,0.94,Details regarding the unusual nature of the event.
4354,1973,Egypt,Historical Misconception,1,0.84,Details regarding the unusual nature of the event.
4355,1672,Germany,Scientific Experiment,1,0.13,Details regarding the unusual nature of the event.
4356,1563,Australia,Animal Related,1,0.87,Details regarding the unusual nature of the event.
4357,1504,Japan,Culinary Mishap,1,0.6,Details regarding the unusual nature of the event.
4358,1668,Italy,Absurd Bad Luck,1,0.36,Details regarding the unusual nature of the event.
4359,1956,Australia,Supernatural Claim,10,0.65,Details regarding the unusual nature of the event.
4360,1648,Egypt,Culinary Mishap,1,0.37,Details regarding the unusual nature of the event.
4361,1694,Germany,Scientific Experiment,1,0.17,Details regarding the unusual nature of the event.
4362,1820,Japan,Absurd Bad Luck,3,0.49,Details regarding the unusual nature of the event.
4363,1612,Russia,Supernatural Claim,1,0.12,Details regarding the unusual nature of the event.
4364,1975,Germany,Culinary Mishap,1,0.38,Details regarding the unusual nature of the event.
4365,1825,United Kingdom,Animal Related,2,0.31,Details regarding the unusual nature of the event.
4366,1857,Australia,Supernatural Claim,2,0.76,Details regarding the unusual nature of the event.
4367,1946,Germany,Historical Misconception,1,0.97,Details regarding the unusual nature of the event.
4368,1889,Japan,Mechanical Failure,1,0.87,Details regarding the unusual nature of the event.
4369,1552,USA,Culinary Mishap,1,0.75,Details regarding the unusual nature of the event.
4370,1755,Italy,Supernatural Claim,3,0.94,Details regarding the unusual nature of the event.
4371,1554,Australia,Scientific Experiment,1,0.93,Details regarding the unusual nature of the event.
4372,1915,Australia,Scientific Experiment,1,0.35,Details regarding the unusual nature of the event.
4373,1660,Japan,Supernatural Claim,1,0.61,Details regarding the unusual nature of the event.
4374,1812,United Kingdom,Scientific Experiment,1,0.76,Details regarding the unusual nature of the event.
4375,1505,Italy,Animal Related,2,0.53,Details regarding the unusual nature of the event.
4376,1970,Japan,Absurd Bad Luck,1,0.15,Details regarding the unusual nature of the event.
4377,1581,Brazil,Mechanical Failure,1,0.46,Details regarding the unusual nature of the event.
4378,2005,Australia,Supernatural Claim,1,0.64,Details regarding the unusual nature of the event.
4379,1838,Australia,Animal Related,1,0.8,Details regarding the unusual nature of the event.
4380,2021,Brazil,Historical Misconception,50,0.98,Details regarding the unusual nature of the event.
4381,1977,United Kingdom,Scientific Experiment,1,0.63,Details regarding the unusual nature of the event.
4382,1756,Russia,Mechanical Failure,1,0.97,Details regarding the unusual nature of the event.
4383,1534,United Kingdom,Culinary Mishap,1,0.45,Details regarding the unusual nature of the event.
4384,1700,Brazil,Historical Misconception,10,0.54,Details regarding the unusual nature of the event.
4385,1778,Egypt,Absurd Bad Luck,1,0.64,Details regarding the unusual nature of the event.
4386,1878,Italy,Absurd Bad Luck,2,0.92,Details regarding the unusual nature of the event.
4387,1937,USA,Historical Misconception,2,0.9,Details regarding the unusual nature of the event.
4388,1609,USA,Supernatural Claim,1,0.52,Details regarding the unusual nature of the event.
4389,1962,United Kingdom,Animal Related,1,0.19,Details regarding the unusual nature of the event.
4390,1858,United Kingdom,Absurd Bad Luck,1,0.66,Details regarding the unusual nature of the event.
4391,1790,United Kingdom,Animal Related,1,0.54,Details regarding the unusual nature of the event.
4392,1904,Japan,Scientific Experiment,1,0.27,Details regarding the unusual nature of the event.
4393,1621,Japan,Historical Misconception,1,0.82,Details regarding the unusual nature of the event.
4394,1857,Russia,Animal Related,1,0.11,Details regarding the unusual nature of the event.
4395,1711,Japan,Scientific Experiment,1,0.55,Details regarding the unusual nature of the event.
4396,1967,Germany,Absurd Bad Luck,1,0.57,Details regarding the unusual nature of the event.
4397,1973,Italy,Scientific Experiment,1,0.35,Details regarding the unusual nature of the event.
4398,1644,Brazil,Mechanical Failure,1,0.39,Details regarding the unusual nature of the event.
4399,1547,Brazil,Supernatural Claim,1,0.23,Details regarding the unusual nature of the event.
4400,1558,Egypt,Mechanical Failure,1,0.52,Details regarding the unusual nature of the event.
4401,1901,Germany,Culinary Mishap,1,0.15,Details regarding the unusual nature of the event.
4402,1704,Germany,Mechanical Failure,1,0.9,Details regarding the unusual nature of the event.
4403,1818,USA,Animal Related,1,0.8,Details regarding the unusual nature of the event.
4404,1595,United Kingdom,Absurd Bad Luck,3,0.23,Details regarding the unusual nature of the event.
4405,1862,Russia,Mechanical Failure,3,0.91,Details regarding the unusual nature of the event.
4406,1528,USA,Historical Misconception,1,0.48,Details regarding the unusual nature of the event.
4407,1935,Australia,Culinary Mishap,2,0.32,Details regarding the unusual nature of the event.
4408,1966,Russia,Animal Related,1,0.96,Details regarding the unusual nature of the event.
4409,1601,Australia,Supernatural Claim,1,0.65,Details regarding the unusual nature of the event.
4410,1860,USA,Historical Misconception,1,0.61,Details regarding the unusual nature of the event.
4411,1549,USA,Mechanical Failure,1,0.97,Details regarding the unusual nature of the event.
4412,1731,United Kingdom,Historical Misconception,1,0.69,Details regarding the unusual nature of the event.
4413,1694,Japan,Animal Related,1,1.0,Details regarding the unusual nature of the event.
4414,1793,Brazil,Supernatural Claim,1,0.83,Details regarding the unusual nature of the event.
4415,1790,Russia,Animal Related,1,0.53,Details regarding the unusual nature of the event.
4416,1521,Russia,Scientific Experiment,3,0.74,Details regarding the unusual nature of the event.
4417,1525,United Kingdom,Culinary Mishap,1,0.92,Details regarding the unusual nature of the event.
4418,1999,Germany,Scientific Experiment,1,0.35,Details regarding the unusual nature of the event.
4419,1705,Egypt,Absurd Bad Luck,1,0.67,Details regarding the unusual nature of the event.
4420,1717,Italy,Culinary Mishap,10,0.51,Details regarding the unusual nature of the event.
4421,2022,Egypt,Historical Misconception,50,0.95,Details regarding the unusual nature of the event.
4422,1671,Australia,Scientific Experiment,1,0.72,Details regarding the unusual nature of the event.
4423,1524,Japan,Absurd Bad Luck,2,0.32,Details regarding the unusual nature of the event.
4424,1544,Brazil,Culinary Mishap,1,0.81,Details regarding the unusual nature of the event.
4425,1758,Russia,Supernatural Claim,2,0.88,Details regarding the unusual nature of the event.
4426,1504,Australia,Historical Misconception,2,0.99,Details regarding the unusual nature of the event.
4427,1921,United Kingdom,Supernatural Claim,1,0.15,Details regarding the unusual nature of the event.
4428,2012,USA,Supernatural Claim,1,0.21,Details regarding the unusual nature of the event.
4429,1561,Russia,Supernatural Claim,1,0.13,Details regarding the unusual nature of the event.
4430,1770,United Kingdom,Animal Related,1,0.83,Details regarding the unusual nature of the event.
4431,1742,Brazil,Culinary Mishap,1,0.2,Details regarding the unusual nature of the event.
4432,1789,Japan,Supernatural Claim,1,0.57,Details regarding the unusual nature of the event.
4433,1706,United Kingdom,Mechanical Failure,1,0.86,Details regarding the unusual nature of the event.
4434,1667,Italy,Culinary Mishap,3,0.33,Details regarding the unusual nature of the event.
4435,1675,Russia,Mechanical Failure,1,0.13,Details regarding the unusual nature of the event.
4436,1998,Germany,Culinary Mishap,1,0.62,Details regarding the unusual nature of the event.
4437,1615,Russia,Mechanical Failure,1,0.93,Details regarding the unusual nature of the event.
4438,1548,USA,Scientific Experiment,2,0.89,Details regarding the unusual nature of the event.
4439,1832,United Kingdom,Absurd Bad Luck,1,0.57,Details regarding the unusual nature of the event.
4440,1622,Japan,Mechanical Failure,1,0.83,Details regarding the unusual nature of the event.
4441,2002,Italy,Mechanical Failure,2,0.18,Details regarding the unusual nature of the event.
4442,1683,United Kingdom,Supernatural Claim,1,0.96,Details regarding the unusual nature of the event.
4443,1741,Italy,Scientific Experiment,1,0.44,Details regarding the unusual nature of the event.
4444,1983,USA,Culinary Mishap,1,0.38,Details regarding the unusual nature of the event.
4445,1591,Japan,Absurd Bad Luck,1,0.15,Details regarding the unusual nature of the event.
4446,1909,Russia,Absurd Bad Luck,1,0.25,Details regarding the unusual nature of the event.
4447,1665,USA,Absurd Bad Luck,3,0.13,Details regarding the unusual nature of the event.
4448,1534,Brazil,Culinary Mishap,1,0.94,Details regarding the unusual nature of the event.
4449,1859,Russia,Absurd Bad Luck,50,0.19,Details regarding the unusual nature of the event.
4450,1935,Italy,Absurd Bad Luck,1,0.31,Details regarding the unusual nature of the event.
4451,1964,USA,Historical Misconception,10,0.59,Details regarding the unusual nature of the event.
4452,1659,Egypt,Scientific Experiment,1,0.49,Details regarding the unusual nature of the event.
4453,2015,United Kingdom,Culinary Mishap,1,0.57,Details regarding the unusual nature of the event.
4454,1637,Italy,Culinary Mishap,2,0.16,Details regarding the unusual nature of the event.
4455,1647,Italy,Animal Related,1,0.58,Details regarding the unusual nature of the event.
4456,1555,Japan,Culinary Mishap,1,0.11,Details regarding the unusual nature of the event.
4457,1938,Australia,Mechanical Failure,1,0.15,Details regarding the unusual nature of the event.
4458,1869,USA,Absurd Bad Luck,10,0.28,Details regarding the unusual nature of the event.
4459,1746,Egypt,Mechanical Failure,1,0.85,Details regarding the unusual nature of the event.
4460,1611,Italy,Mechanical Failure,2,0.33,Details regarding the unusual nature of the event.
4461,1779,Japan,Animal Related,1,0.59,Details regarding the unusual nature of the event.
4462,1616,Brazil,Mechanical Failure,1,0.12,Details regarding the unusual nature of the event.
4463,1864,Egypt,Scientific Experiment,2,0.6,Details regarding the unusual nature of the event.
4464,1930,Germany,Scientific Experiment,1,0.3,Details regarding the unusual nature of the event.
4465,1855,Japan,Culinary Mishap,1,0.57,Details regarding the unusual nature of the event.
4466,1895,Egypt,Culinary Mishap,2,0.76,Details regarding the unusual nature of the event.
4467,1938,Italy,Supernatural Claim,1,0.82,Details regarding the unusual nature of the event.
4468,1835,USA,Culinary Mishap,1,0.75,Details regarding the unusual nature of the event.
4469,1956,Germany,Absurd Bad Luck,2,0.72,Details regarding the unusual nature of the event.
4470,1955,Egypt,Animal Related,1,0.67,Details regarding the unusual nature of the event.
4471,1550,Germany,Supernatural Claim,1,0.71,Details regarding the unusual nature of the event.
4472,1985,Brazil,Animal Related,1,0.4,Details regarding the unusual nature of the event.
4473,1953,Brazil,Historical Misconception,1,0.39,Details regarding the unusual nature of the event.
4474,1912,Italy,Mechanical Failure,2,0.3,Details regarding the unusual nature of the event.
4475,1515,Germany,Animal Related,1,0.13,Details regarding the unusual nature of the event.
4476,1826,United Kingdom,Supernatural Claim,1,0.37,Details regarding the unusual nature of the event.
4477,1573,Australia,Culinary Mishap,1,0.9,Details regarding the unusual nature of the event.
4478,1690,United Kingdom,Animal Related,1,0.76,Details regarding the unusual nature of the event.
4479,1809,USA,Animal Related,1,0.39,Details regarding the unusual nature of the event.
4480,1997,Japan,Mechanical Failure,1,0.56,Details regarding the unusual nature of the event.
4481,1561,Japan,Animal Related,1,0.94,Details regarding the unusual nature of the event.
4482,1720,United Kingdom,Culinary Mishap,1,0.96,Details regarding the unusual nature of the event.
4483,1675,Italy,Culinary Mishap,1,0.82,Details regarding the unusual nature of the event.
4484,1925,Russia,Supernatural Claim,1,0.93,Details regarding the unusual nature of the event.
4485,1609,Germany,Absurd Bad Luck,1,0.43,Details regarding the unusual nature of the event.
4486,1675,Japan,Animal Related,1,0.71,Details regarding the unusual nature of the event.
4487,1899,Australia,Supernatural Claim,50,0.33,Details regarding the unusual nature of the event.
4488,1525,Egypt,Absurd Bad Luck,2,0.62,Details regarding the unusual nature of the event.
4489,1644,Australia,Historical Misconception,1,1.0,Details regarding the unusual nature of the event.
4490,1503,Italy,Animal Related,50,0.86,Details regarding the unusual nature of the event.
4491,1722,Russia,Scientific Experiment,1,0.44,Details regarding the unusual nature of the event.
4492,1542,Germany,Mechanical Failure,1,0.43,Details regarding the unusual nature of the event.
4493,2019,Germany,Culinary Mishap,1,0.8,Details regarding the unusual nature of the event.
4494,1837,Italy,Absurd Bad Luck,1,0.61,Details regarding the unusual nature of the event.
4495,1698,United Kingdom,Mechanical Failure,1,0.57,Details regarding the unusual nature of the event.
4496,1613,Russia,Scientific Experiment,1,0.92,Details regarding the unusual nature of the event.
4497,1864,Germany,Supernatural Claim,1,0.39,Details regarding the unusual nature of the event.
4498,1527,Russia,Culinary Mishap,1,0.81,Details regarding the unusual nature of the event.
4499,1663,USA,Supernatural Claim,1,0.68,Details regarding the unusual nature of the event.
4500,1910,Egypt,Scientific Experiment,1,0.1,Details regarding the unusual nature of the event.
4501,1583,United Kingdom,Culinary Mishap,1,0.8,Details regarding the unusual nature of the event.
4502,1638,Germany,Absurd Bad Luck,1,0.81,Details regarding the unusual nature of the event.
4503,1532,Japan,Mechanical Failure,1,0.41,Details regarding the unusual nature of the event.
4504,1758,Brazil,Scientific Experiment,1,0.54,Details regarding the unusual nature of the event.
4505,1585,Brazil,Scientific Experiment,50,0.53,Details regarding the unusual nature of the event.
4506,1788,Russia,Animal Related,1,0.59,Details regarding the unusual nature of the event.
4507,1903,Japan,Historical Misconception,2,0.24,Details regarding the unusual nature of the event.
4508,1612,Australia,Animal Related,1,0.61,Details regarding the unusual nature of the event.
4509,1590,Germany,Absurd Bad Luck,1,0.68,Details regarding the unusual nature of the event.
4510,1761,Egypt,Historical Misconception,1,0.89,Details regarding the unusual nature of the event.
4511,1808,USA,Historical Misconception,50,0.74,Details regarding the unusual nature of the event.
4512,1870,Italy,Culinary Mishap,1,0.58,Details regarding the unusual nature of the event.
4513,1528,Brazil,Culinary Mishap,1,0.28,Details regarding the unusual nature of the event.
4514,1782,USA,Supernatural Claim,1,0.18,Details regarding the unusual nature of the event.
4515,1759,Russia,Supernatural Claim,1,0.66,Details regarding the unusual nature of the event.
4516,1591,Japan,Animal Related,1,0.47,Details regarding the unusual nature of the event.
4517,1526,Brazil,Animal Related,1,0.2,Details regarding the unusual nature of the event.
4518,1711,USA,Scientific Experiment,1,0.63,Details regarding the unusual nature of the event.
4519,2010,Russia,Scientific Experiment,10,0.18,Details regarding the unusual nature of the event.
4520,1942,Russia,Historical Misconception,1,0.67,Details regarding the unusual nature of the event.
4521,1907,Brazil,Scientific Experiment,1,0.79,Details regarding the unusual nature of the event.
4522,2025,Egypt,Historical Misconception,1,0.26,Details regarding the unusual nature of the event.
4523,2019,United Kingdom,Culinary Mishap,1,0.25,Details regarding the unusual nature of the event.
4524,1689,Germany,Mechanical Failure,10,0.94,Details regarding the unusual nature of the event.
4525,1765,Australia,Historical Misconception,1,0.31,Details regarding the unusual nature of the event.
4526,1574,Japan,Historical Misconception,1,0.26,Details regarding the unusual nature of the event.
4527,1841,Brazil,Scientific Experiment,1,0.89,Details regarding the unusual nature of the event.
4528,1956,Egypt,Culinary Mishap,1,0.46,Details regarding the unusual nature of the event.
4529,1620,Italy,Absurd Bad Luck,2,0.83,Details regarding the unusual nature of the event.
4530,1961,USA,Scientific Experiment,1,0.68,Details regarding the unusual nature of the event.
4531,1799,Italy,Animal Related,1,0.25,Details regarding the unusual nature of the event.
4532,1568,Australia,Historical Misconception,1,0.88,Details regarding the unusual nature of the event.
4533,1840,Japan,Historical Misconception,1,0.61,Details regarding the unusual nature of the event.
4534,1824,Japan,Supernatural Claim,1,0.22,Details regarding the unusual nature of the event.
4535,1582,Russia,Historical Misconception,1,0.86,Details regarding the unusual nature of the event.
4536,1921,Japan,Supernatural Claim,1,0.39,Details regarding the unusual nature of the event.
4537,1996,Germany,Absurd Bad Luck,1,0.31,Details regarding the unusual nature of the event.
4538,1592,USA,Supernatural Claim,1,0.61,Details regarding the unusual nature of the event.
4539,1892,USA,Scientific Experiment,3,0.48,Details regarding the unusual nature of the event.
4540,1585,Brazil,Absurd Bad Luck,1,0.95,Details regarding the unusual nature of the event.
4541,1620,USA,Culinary Mishap,50,0.96,Details regarding the unusual nature of the event.
4542,1860,Australia,Historical Misconception,1,0.14,Details regarding the unusual nature of the event.
4543,1885,United Kingdom,Historical Misconception,1,0.82,Details regarding the unusual nature of the event.
